,config,CFID,CSFID
0,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/tetrominoesdefaultCosine/exp-parameters.json,188.94868935243184,362.4271616131402
1,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/tetrominoesdefaultGumble/exp-parameters.json,218.47223383228925,363.5490788773074
2,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/tetrominoesdefaultEuclidian/exp-parameters.json,128.08811316422276,430.11608667043527
3,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/objects_roomdefaultCosine/exp-parameters.json,245.05259117032244,268.3560498850798
4,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/objects_roomdefaultGumble/exp-parameters.json,247.71179798231188,246.4134702174842
5,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/objects_roomdefaultEuclidian/exp-parameters.json,319.7786520526606,301.60261250216365
6,/vol/biomedic3/agk21/testEigenSlots2/LOGS-BSA-Baseline/ObjectDiscovery/ffhqdefaultCosine/exp-parameters.json,364.740337241679,299.8160427141521
